XM_040183127.1	chrVII	9675402	9675402	chrVII	9692052	9695025	+	XM_040183127.1	path1	P0DOX2	Immunoglobulin alpha-2 heavy chain {ECO:0000305}	Immunoglobulin alpha-2 heavy chain BUT {ECO:0000305|PubMed:416441};	 PF07654;PF00047;PF07686;	 GO:0005576;GO:0019814;GO:0005886;GO:0002250;	  C:extracellular region; C:immunoglobulin complex; C:plasma membrane;	 	  P:adaptive immune response;
XM_040183120.1	chrVII	9675402	9675402	chrVII	9697328	9704647	+	XM_040183120.1	path1	A0A0B4J241	T cell receptor alpha variable 13-1 {ECO:0000303|Ref.2}		 PF07686;	 GO:0042101;GO:0002250;GO:0009617;	  C:T cell receptor complex;	 	  P:adaptive immune response; P:response to bacterium;
XM_040183124.1	chrVII	9675809	9675809	chrVII	9706273	9708503	+	XM_040183124.1	path1	A0A0B4J241	T cell receptor alpha variable 13-1 {ECO:0000303|Ref.2}		 PF07686;	 GO:0042101;GO:0002250;GO:0009617;	  C:T cell receptor complex;	 	  P:adaptive immune response; P:response to bacterium;
XM_040183227.1	chrVII	9696181	9696181	chrVII	9714111	9715748	-	XM_040183227.1	path1	A0A1B0GX68	T cell receptor beta variable 2 {ECO:0000303|Ref.2}		 PF07686;	 GO:0005886;GO:0042101;GO:0002250;GO:0007166;	  C:plasma membrane; C:T cell receptor complex;	 	  P:adaptive immune response; P:cell surface receptor signaling pathway;
XM_040183131.1	chrVII	9696181	9696181	chrVII	9726067	9729715	-	XM_040183131.1	path1	Q8VE92	RNA-binding protein 4B	RNA-binding motif protein 30;RNA-binding motif protein 4B;RNA-binding protein 30;	 PF00076;PF00098;	 GO:0005829;GO:0016607;GO:0005730;GO:0005654;GO:0032991;GO:0003729;GO:0003723;GO:0008270;GO:0032922;GO:0007623;GO:0043153;GO:0000398;GO:0010628;GO:0006417;	  C:cytosol; C:nuclear speck; C:nucleolus; C:nucleoplasm; C:protein-containing complex;	  F:mRNA binding; F:RNA binding; F:zinc ion binding;	  P:circadian regulation of gene expression; P:circadian rhythm; P:entrainment of circadian clock by photoperiod; P:mRNA splicing, via spliceosome; P:positive regulation of gene expression; P:regulation of translation;
XM_040183134.1	chrVII	9720560	9720560	chrVII	9730914	9732044	+	XM_040183134.1	path1	A2VDM0	TRAF-interacting protein with FHA domain-containing protein A {ECO:0000305}		 PF00498;	 GO:0005737;GO:0002753;GO:0007249;GO:0045087;GO:0043123;GO:0051260;	  C:cytoplasm;	 	  P:cytoplasmic pattern recognition receptor signaling pathway; P:I-kappaB kinase/NF-kappaB signaling; P:innate immune response; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; P:protein homooligomerization;
XM_040183132.1	chrVII	9720560	9720560	chrVII	9733355	9737514	-	XM_040183132.1	path1	Q8C7Q4 O08752 Q8BN66	RNA-binding protein 4	Lark homolog;RNA-binding motif protein 4;RNA-binding motif protein 4a;	 PF00076;PF00098;	 GO:0005737;GO:0010494;GO:0005829;GO:0016607;GO:0005730;GO:0005654;GO:0005634;GO:0048471;GO:0030332;GO:0035198;GO:0003730;GO:0003729;GO:0036002;GO:0097157;GO:0097158;GO:0003723;GO:0008270;GO:0002190;GO:0032922;GO:0097167;GO:0035883;GO:0043153;GO:0042593;GO:0035773;GO:0002192;GO:0035278;GO:0000398;GO:0017148;GO:0032055;GO:0045947;GO:0031016;GO:0051149;GO:0045727;GO:0000381;GO:0010468;GO:0046626;GO:0046822;GO:0046685;	  C:cytoplasm; C:cytoplasmic stress granule; C:cytosol; C:nuclear speck; C:nucleolus; C:nucleoplasm; C:nucleus; C:perinuclear region of cytoplasm;	  F:cyclin binding; F:miRNA binding; F:mRNA 3'-UTR binding; F:mRNA binding; F:pre-mRNA binding; F:pre-mRNA intronic binding; F:pre-mRNA intronic pyrimidine-rich binding; F:RNA binding; F:zinc ion binding;	  P:cap-independent translational initiation; P:circadian regulation of gene expression; P:circadian regulation of translation; P:enteroendocrine cell differentiation; P:entrainment of circadian clock by photoperiod; P:glucose homeostasis; P:insulin secretion involved in cellular response to glucose stimulus; P:IRES-dependent translational initiation of linear mRNA; P:miRNA mediated inhibition of translation; P:mRNA splicing, via spliceosome; P:negative regulation of translation; P:negative regulation of translation in response to stress; P:negative regulation of translational initiation; P:pancreas development; P:positive regulation of muscle cell differentiation; P:positive regulation of translation; P:regulation of alternative mRNA splicing, via spliceosome; P:regulation of gene expression; P:regulation of insulin receptor signaling pathway; P:regulation of nucleocytoplasmic transport; P:response to arsenic-containing substance;
XM_040183130.1	chrVII	9720560	9720560	chrVII	9738674	9752325	-	XM_040183130.1	path1	Q7ZTQ5	Fragile X mental retardation syndrome-related protein 1 homolog B		 PF05641;PF12235;PF16096;PF16097;PF00013;PF17904;PF18336;	 GO:0005737;GO:0005634;GO:0003729;GO:0046982;GO:0042803;GO:0003723;GO:0033592;GO:0030154;GO:0007517;GO:2000637;GO:0006417;	  C:cytoplasm; C:nucleus;	  F:mRNA binding; F:protein heterodimerization activity; F:protein homodimerization activity; F:RNA binding; F:RNA strand annealing activity;	  P:cell differentiation; P:muscle organ development; P:positive regulation of gene silencing by miRNA; P:regulation of translation;
XM_040179901.1	chrVII	9720560	9720560	chrVII	9753998	9757290	+	XM_040179901.1	path1	Q9H6D7 B7WP17 D3DS34 Q86T15 Q86T16 Q86U43 Q9NX59	HAUS augmin-like complex subunit 4		 PF14735;	 GO:0005813;GO:0005829;GO:0070652;GO:1990498;GO:0051011;GO:0051301;GO:0007098;GO:0097711;GO:0000086;GO:0010389;GO:0051225;	  C:centrosome; C:cytosol; C:HAUS complex; C:mitotic spindle microtubule;	  F:microtubule minus-end binding;	  P:cell division; P:centrosome cycle; P:ciliary basal body-plasma membrane docking; P:G2/M transition of mitotic cell cycle; P:regulation of G2/M transition of mitotic cell cycle; P:spindle assembly;
XM_040182504.1	chrVII	9722842	9722842	chrVII	9758108	9804418	+	XM_040182504.1	path1	Q5JSL3 A6NMF0 Q66M66 Q6ZUJ5 Q86VU8 Q96MN3	Dedicator of cytokinesis protein 11 {ECO:0000305}	Activated Cdc42-associated guanine nucleotide exchange factor;Zizimin-2 {ECO:0000305};	 PF06920;PF14429;PF11878;PF00169;	 GO:0005829;GO:0005085;GO:0001782;GO:0007596;GO:0002315;GO:0051491;GO:0043547;GO:0007264;	  C:cytosol;	  F:guanyl-nucleotide exchange factor activity;	  P:B cell homeostasis; P:blood coagulation; P:marginal zone B cell differentiation; P:positive regulation of filopodium assembly; P:positive regulation of GTPase activity; P:small GTPase mediated signal transduction;
XM_040181844.1	chrVII	9784183	9784183	chrVII	9824185	9850541	+	XM_040181844.1	path1	Q80W68 Q8CIJ4 Q8CJ59 Q923L4	Kin of IRRE-like protein 1	Kin of irregular chiasm-like protein 1;Nephrin-like protein 1;	 PF08205;PF07679;	 GO:0031253;GO:0005911;GO:0043198;GO:0005887;GO:0045121;GO:0048471;GO:0005886;GO:0050839;GO:0017022;GO:0098609;GO:0007588;GO:0001933;GO:0030838;	  C:cell projection membrane; C:cell-cell junction; C:dendritic shaft; C:integral component of plasma membrane; C:membrane raft; C:perinuclear region of cytoplasm; C:plasma membrane;	  F:cell adhesion molecule binding; F:myosin binding;	  P:cell-cell adhesion; P:excretion; P:negative regulation of protein phosphorylation; P:positive regulation of actin filament polymerization;
XM_040181176.1	chrVII	9845365	9845365	chrVII	9851487	9859020	+	XM_040181176.1	path1	P17694 Q0P5K5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	Complex I-49kD;NADH-ubiquinone oxidoreductase 49 kDa subunit;	 PF00346;	 GO:0005743;GO:0005747;GO:0005739;GO:0051539;GO:0046872;GO:0051287;GO:0008137;GO:0019826;GO:0048038;GO:0071453;GO:0042063;GO:0006120;GO:0032981;GO:0061351;GO:0022008;GO:0006979;	  C:mitochondrial inner membrane; C:mitochondrial respiratory chain complex I; C:mitochondrion;	  F:4 iron, 4 sulfur cluster binding; F:metal ion binding; F:NAD binding; F:NADH dehydrogenase (ubiquinone) activity; F:oxygen sensor activity; F:quinone binding;	  P:cellular response to oxygen levels; P:gliogenesis; P:mitochondrial electron transport, NADH to ubiquinone; P:mitochondrial respiratory chain complex I assembly; P:neural precursor cell proliferation; P:neurogenesis; P:response to oxidative stress;
XM_040181178.1	chrVII	9845365	9845365	chrVII	9859265	9865971	+	XM_040181178.1	path1	P20491	High affinity immunoglobulin epsilon receptor subunit gamma	Fc receptor gamma-chain;Fc-epsilon RI-gamma;IgE Fc receptor subunit gamma;	 PF02189;PF11628;	 GO:0009986;GO:0009897;GO:0032998;GO:0005887;GO:0045121;GO:0005886;GO:0042802;GO:0019863;GO:0019767;GO:0019864;GO:0046872;GO:0042590;GO:0019886;GO:0007166;GO:0071404;GO:0042742;GO:0002431;GO:0038095;GO:0038094;GO:0016064;GO:0045087;GO:0007229;GO:0038156;GO:0045576;GO:0033026;GO:0002283;GO:0030593;GO:0030316;GO:0006911;GO:0050778;GO:0032733;GO:0032753;GO:0032755;GO:0032765;GO:0043306;GO:0050766;GO:2000010;GO:0032760;GO:0001812;GO:0001798;GO:0001805;GO:0072659;GO:0031623;GO:0050776;GO:0010543;GO:0002554;GO:0007165;GO:0002292;	  C:cell surface; C:external side of plasma membrane; C:Fc-epsilon receptor I complex; C:integral component of plasma membrane; C:membrane raft; C:plasma membrane;	  F:identical protein binding; F:IgE binding; F:IgE receptor activity; F:IgG binding; F:metal ion binding;	  P:antigen processing and presentation of exogenous peptide antigen via MHC class I; P:antigen processing and presentation of exogenous peptide antigen via MHC class II; P:cell surface receptor signaling pathway; P:cellular response to low-density lipoprotein particle stimulus; P:defense response to bacterium; P:Fc receptor mediated stimulatory signaling pathway; P:Fc-epsilon receptor signaling pathway; P:Fc-gamma receptor signaling pathway; P:immunoglobulin mediated immune response; P:innate immune response; P:integrin-mediated signaling pathway; P:interleukin-3-mediated signaling pathway; P:mast cell activation; P:negative regulation of mast cell apoptotic process; P:neutrophil activation involved in immune response; P:neutrophil chemotaxis; P:osteoclast differentiation; P:phagocytosis, engulfment; P:positive regulation of immune response; P:positive regulation of interleukin-10 production; P:positive regulation of interleukin-4 production; P:positive regulation of interleukin-6 production; P:positive regulation of mast cell cytokine production; P:positive regulation of mast cell degranulation; P:positive regulation of phagocytosis; P:positive regulation of protein localization to cell surface; P:positive regulation of tumor necrosis factor production; P:positive regulation of type I hypersensitivity; P:positive regulation of type IIa hypersensitivity; P:positive regulation of type III hypersensitivity; P:protein localization to plasma membrane; P:receptor internalization; P:regulation of immune response; P:regulation of platelet activation; P:serotonin secretion by platelet; P:signal transduction; P:T cell differentiation involved in immune response;
XM_040181180.1	chrVII	9845365	9845365	chrVII	9867181	9880261	+	XM_040181180.1	path1	Q5FWR8	Nectin-4	Nectin cell adhesion molecule 4 {ECO:0000250|UniProtKB:Q96NY8};Poliovirus receptor-related protein 4;	 PF08205;PF13895;PF07686;	 GO:0005912;GO:0016021;GO:0005886;GO:0007157;GO:0007156;GO:0046718;	  C:adherens junction; C:integral component of membrane; C:plasma membrane;	 	  P:heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:viral entry into host cell;
XM_040182244.1	chrVII	9845365	9845365	chrVII	9880875	9884700	+	XM_040182244.1	path1	B2RYG6	Ubiquitin thioesterase OTUB1 {ECO:0000250|UniProtKB:Q7TQI3}	Deubiquitinating enzyme OTUB1 {ECO:0000250|UniProtKB:Q7TQI3};OTU domain-containing ubiquitin aldehyde-binding protein 1 {ECO:0000250|UniProtKB:Q7TQI3};Otubain-1 {ECO:0000250|UniProtKB:Q7TQI3};Ubiquitin-specific-processing protease OTUB1 {ECO:0000250|UniProtKB:Q7TQI3};	 PF10275;	 GO:0005737;GO:0005634;GO:0019784;GO:0004843;GO:0043130;GO:0031625;GO:0002250;GO:0006974;GO:0071347;GO:0006281;GO:2000780;GO:1901315;GO:0071108;	  C:cytoplasm; C:nucleus;	  F:NEDD8-specific protease activity; F:thiol-dependent deubiquitinase; F:ubiquitin binding; F:ubiquitin protein ligase binding;	  P:adaptive immune response; P:cellular response to DNA damage stimulus; P:cellular response to interleukin-1; P:DNA repair; P:negative regulation of double-strand break repair; P:negative regulation of histone H2A K63-linked ubiquitination; P:protein K48-linked deubiquitination;
XM_040182243.1	chrVII	9845365	9845365	chrVII	9884956	9886531	+	XM_040182243.1	path1	Q501S4	Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial {ECO:0000250|UniProtKB:A8MUP2}	Methyltransferase-like protein 12, mitochondrial {ECO:0000250|UniProtKB:A8MUP2};	 PF13847;	 GO:0005739;GO:0016278;GO:0016279;GO:0018027;GO:0018026;GO:0018023;GO:0006479;	  C:mitochondrion;	  F:lysine N-methyltransferase activity; F:protein-lysine N-methyltransferase activity;	  P:peptidyl-lysine dimethylation; P:peptidyl-lysine monomethylation; P:peptidyl-lysine trimethylation; P:protein methylation;
XM_040182240.1	chrVII	9845365	9845365	chrVII	9886664	9890105	+	XM_040182240.1	path1	Q5IS41	Neurocan core protein	Chondroitin sulfate proteoglycan 3;	 PF00008;PF00059;PF00084;PF07686;PF00193;	 GO:0005576;GO:0005509;GO:0030246;GO:0005540;GO:0007155;	  C:extracellular region;	  F:calcium ion binding; F:carbohydrate binding; F:hyaluronic acid binding;	  P:cell adhesion;
XM_040182242.1	chrVII	9845365	9845365	chrVII	9886664	9890105	+	XM_040182242.1	path1	P16112 B9EK55 E7ENV9 E7EX88 H0YM81 Q13650 Q9UCD3 Q9UCP4 Q9UCP5 Q9UDE0	Aggrecan core protein	Cartilage-specific proteoglycan core protein;Chondroitin sulfate proteoglycan core protein 1;	 PF00059;PF00084;PF07686;PF00193;	 GO:0062023;GO:0031012;GO:0005576;GO:0005796;GO:0043202;GO:0030246;GO:0005201;GO:0005540;GO:0046872;GO:0007155;GO:0007417;GO:0030198;GO:0018146;GO:0042340;GO:0006508;GO:0001501;	  C:collagen-containing extracellular matrix; C:extracellular matrix; C:extracellular region; C:Golgi lumen; C:lysosomal lumen;	  F:carbohydrate binding; F:extracellular matrix structural constituent; F:hyaluronic acid binding; F:metal ion binding;	  P:cell adhesion; P:central nervous system development; P:extracellular matrix organization; P:keratan sulfate biosynthetic process; P:keratan sulfate catabolic process; P:proteolysis; P:skeletal system development;
XM_040181046.1	chrVII	20002375	20002375	chrVII	19959021	19961702	+	XM_040181046.1	path1	P56500 O70178 O88183 Q6GST1	Mitochondrial uncoupling protein 2	Solute carrier family 25 member 8;	 PF00153;	 GO:0005737;GO:0016021;GO:0005743;GO:0005739;GO:0017077;GO:1990845;GO:0007568;GO:0034198;GO:0071333;GO:0032870;GO:0032869;GO:0007565;GO:0097421;GO:1990542;GO:0006839;GO:0043066;GO:0061179;GO:0010942;GO:0120162;GO:0051881;GO:0009409;GO:0070542;GO:0009749;GO:0001666;GO:0000303;	  C:cytoplasm; C:integral component of membrane; C:mitochondrial inner membrane; C:mitochondrion;	  F:oxidative phosphorylation uncoupler activity;	  P:adaptive thermogenesis; P:aging; P:cellular response to amino acid starvation; P:cellular response to glucose stimulus; P:cellular response to hormone stimulus; P:cellular response to insulin stimulus; P:female pregnancy; P:liver regeneration; P:mitochondrial transmembrane transport; P:mitochondrial transport; P:negative regulation of apoptotic process; P:negative regulation of insulin secretion involved in cellular response to glucose stimulus; P:positive regulation of cell death; P:positive regulation of cold-induced thermogenesis; P:regulation of mitochondrial membrane potential; P:response to cold; P:response to fatty acid; P:response to glucose; P:response to hypoxia; P:response to superoxide;
XM_040181041.1	chrVII	20002375	20002375	chrVII	19962538	19965112	+	XM_040181041.1	path1	Q9W725	Mitochondrial uncoupling protein 2	Solute carrier family 25 member 8;	 PF00153;	 GO:0016021;GO:0005743;GO:0006839;	  C:integral component of membrane; C:mitochondrial inner membrane;	 	  P:mitochondrial transport;
XM_040181040.1	chrVII	20002375	20002375	chrVII	19964626	19967014	-	XM_040181040.1	path1	Q80Y75 Q8CJA2	DnaJ homolog subfamily B member 13	Testis and spermatogenesis cell-related protein 6;Testis spermatocyte apoptosis-related gene 6 protein;Testis spermatogenesis apoptosis-related gene 3 protein;Testis spermatogenesis apoptosis-related gene 6 protein;	 PF00226;PF01556;	 GO:0005930;GO:0005737;GO:0005829;GO:0031514;GO:0097224;GO:0036126;GO:0051087;GO:0051082;GO:1904158;GO:0051085;	  C:axoneme; C:cytoplasm; C:cytosol; C:motile cilium; C:sperm connecting piece; C:sperm flagellum;	  F:chaperone binding; F:unfolded protein binding;	  P:axonemal central apparatus assembly; P:chaperone cofactor-dependent protein refolding;
XM_040181047.1	chrVII	20002375	20002375	chrVII	19967382	19973995	-	XM_040181047.1	path1	Q1KME6	Ras-related protein Rab-6A		 PF00071;	 GO:0005829;GO:0012505;GO:0070381;GO:0005794;GO:0000139;GO:0005802;GO:0005525;GO:0003924;GO:0031489;GO:0019904;GO:0019882;GO:0034498;GO:0006891;GO:0006886;GO:0018125;GO:0034067;GO:0042147;GO:0006890;	  C:cytosol; C:endomembrane system; C:endosome to plasma membrane transport vesicle; C:Golgi apparatus; C:Golgi membrane; C:trans-Golgi network;	  F:GTP binding; F:GTPase activity; F:myosin V binding; F:protein domain specific binding;	  P:antigen processing and presentation; P:early endosome to Golgi transport; P:intra-Golgi vesicle-mediated transport; P:intracellular protein transport; P:peptidyl-cysteine methylation; P:protein localization to Golgi apparatus; P:retrograde transport, endosome to Golgi; P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum;
XM_040182364.1	chrVII	20002375	20002375	chrVII	19978272	19992922	+	XM_040182364.1	path1	Q866T7	Gap junction delta-2 protein	Connexin-36;Gap junction alpha-9 protein;	 PF00029;	 GO:0005922;GO:0016021;GO:0045202;GO:0005243;GO:0001508;GO:0007267;GO:0007268;GO:0007601;	  C:connexin complex; C:integral component of membrane; C:synapse;	  F:gap junction channel activity;	  P:action potential; P:cell-cell signaling; P:chemical synaptic transmission; P:visual perception;
XM_040182381.1	chrVII	20002375	20002375	chrVII	20000284	20004925	+	XM_040182381.1	path1	Q9TS87 Q2KJH8	Transgelin	25 kDa F-actin-binding protein;Smooth muscle protein 22-alpha;	 PF00402;PF00307;	 GO:0005737;GO:0051015;GO:0030855;	  C:cytoplasm;	  F:actin filament binding;	  P:epithelial cell differentiation;
XM_040181926.1	chrVII	20002375	20002375	chrVII	20011600	20016358	-	XM_040181926.1	path1	O35264	Platelet-activating factor acetylhydrolase IB subunit alpha2 {ECO:0000305}	PAF acetylhydrolase 30 kDa subunit;PAF-AH subunit beta;Platelet-activating factor acetylhydrolase alpha 2 subunit;	 PF13472;	 GO:0008247;GO:0005737;GO:0005829;GO:0001650;GO:0005886;GO:0003847;GO:0042802;GO:0047179;GO:0046982;GO:0042803;GO:0044877;GO:0007420;GO:0016042;GO:0016239;GO:0007283;	  C:1-alkyl-2-acetylglycerophosphocholine esterase complex; C:cytoplasm; C:cytosol; C:fibrillar center; C:plasma membrane;	  F:1-alkyl-2-acetylglycerophosphocholine esterase activity; F:identical protein binding; F:platelet-activating factor acetyltransferase activity; F:protein heterodimerization activity; F:protein homodimerization activity; F:protein-containing complex binding;	  P:brain development; P:lipid catabolic process; P:positive regulation of macroautophagy; P:spermatogenesis;
XM_040181927.1	chrVII	20002375	20002375	chrVII	20019346	20024441	+	XM_040181927.1	path1	Q5EAB0	Myelin protein zero-like protein 2	Epithelial V-like antigen 1;	 PF07686;	 GO:0016021;GO:0098609;	  C:integral component of membrane;	 	  P:cell-cell adhesion;
XM_040182713.1	chrVII	20002375	20002375	chrVII	20027756	20035374	+	XM_040182713.1	path1	Q7M729	Sodium channel subunit beta-4		 PF07686;	 GO:0014704;GO:0031226;GO:0005886;GO:0001518;GO:0044325;GO:0017080;GO:0005244;GO:0005248;GO:0086006;GO:0086016;GO:0086002;GO:0060048;GO:0086012;GO:0010765;GO:0086091;GO:2000649;GO:0060307;GO:0035725;GO:0006814;	  C:intercalated disc; C:intrinsic component of plasma membrane; C:plasma membrane; C:voltage-gated sodium channel complex;	  F:ion channel binding; F:sodium channel regulator activity; F:voltage-gated ion channel activity; F:voltage-gated sodium channel activity; F:voltage-gated sodium channel activity involved in cardiac muscle cell action potential;	  P:AV node cell action potential; P:cardiac muscle cell action potential involved in contraction; P:cardiac muscle contraction; P:membrane depolarization during cardiac muscle cell action potential; P:positive regulation of sodium ion transport; P:regulation of heart rate by cardiac conduction; P:regulation of sodium ion transmembrane transporter activity; P:regulation of ventricular cardiac muscle cell membrane repolarization; P:sodium ion transmembrane transport; P:sodium ion transport;
XM_040182707.1	chrVII	20002375	20002375	chrVII	20040132	20069028	+	XM_040182707.1	path1	E1C8P7	Down syndrome cell adhesion molecule-like protein 1 homolog		 PF00041;PF07679;	 GO:0016021;GO:0005886;GO:0045202;GO:0060219;GO:0007417;GO:0007156;GO:0010842;GO:0007416;	  C:integral component of membrane; C:plasma membrane; C:synapse;	 	  P:camera-type eye photoreceptor cell differentiation; P:central nervous system development; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:retina layer formation; P:synapse assembly;
XM_040182711.1	chrVII	20169587	20169587	chrVII	20100762	20116521	+	XM_040182711.1	path1	A5PF48	Unconventional myosin-Ic	Myosin I beta;	 PF00612;PF00063;PF06017;	 GO:0015629;GO:0005737;GO:0031410;GO:0005902;GO:0016459;GO:0005886;GO:0001726;GO:0060171;GO:0031982;GO:0051015;GO:0030898;GO:0005524;GO:0000146;GO:0007015;GO:0032835;GO:0030050;	  C:actin cytoskeleton; C:cytoplasm; C:cytoplasmic vesicle; C:microvillus; C:myosin complex; C:plasma membrane; C:ruffle; C:stereocilium membrane; C:vesicle;	  F:actin filament binding; F:actin-dependent ATPase activity; F:ATP binding; F:microfilament motor activity;	  P:actin filament organization; P:glomerulus development; P:vesicle transport along actin filament;
XM_040182805.1	chrVII	20169587	20169587	chrVII	20121451	20122979	+	XM_040182805.1	path1	P28772	Ependymin-2	Ependymin II;	 PF00811;	 GO:0005576;GO:0005509;GO:0007160;	  C:extracellular region;	  F:calcium ion binding;	  P:cell-matrix adhesion;
XM_040180636.1	chrVII	20169587	20169587	chrVII	20125967	20140480	+	XM_040180636.1	path1	O35638 A2AFF5 Q6NZN7	Cohesin subunit SA-2	SCC3 homolog 2;Stromal antigen 2;	 PF08514;	 GO:0000785;GO:0000775;GO:0008278;GO:0097431;GO:0016363;GO:0005654;GO:0005634;GO:0003682;GO:0051301;GO:0051321;GO:0090307;GO:0007062;GO:0019827;	  C:chromatin; C:chromosome, centromeric region; C:cohesin complex; C:mitotic spindle pole; C:nuclear matrix; C:nucleoplasm; C:nucleus;	  F:chromatin binding;	  P:cell division; P:meiotic cell cycle; P:mitotic spindle assembly; P:sister chromatid cohesion; P:stem cell population maintenance;
XR_005712582.1	chrVII	20169587	20169587	chrVII	20140729	20158790	+	XR_005712582.1	path1	B2KI97	THO complex subunit 2		 PF11262;PF11732;PF16134;	 GO:0016607;GO:0000347;GO:0003723;GO:0048699;GO:0006406;GO:0006397;GO:0048666;GO:0008380;	  C:nuclear speck; C:THO complex;	  F:RNA binding;	  P:generation of neurons; P:mRNA export from nucleus; P:mRNA processing; P:neuron development; P:RNA splicing;
XM_040180637.1	chrVII	20169587	20169587	chrVII	20162821	20215828	-	XM_040180637.1	path1	Q9Z2W9 A2VDF4 Q5DTJ0	Glutamate receptor 3	AMPA-selective glutamate receptor 3;GluR-C;GluR-K3;Glutamate receptor ionotropic, AMPA 3;	 PF01094;PF00060;PF10613;	 GO:0032281;GO:0032279;GO:0030425;GO:0043198;GO:0043197;GO:0098978;GO:0099061;GO:0099055;GO:0099056;GO:0016020;GO:0043025;GO:0098688;GO:0043204;GO:0005886;GO:0014069;GO:0045211;GO:0032991;GO:0043083;GO:0043195;GO:0004971;GO:0001540;GO:0004970;GO:0015276;GO:0030165;GO:0038023;GO:1904315;GO:0001919;	  C:AMPA glutamate receptor complex; C:asymmetric synapse; C:dendrite; C:dendritic shaft; C:dendritic spine; C:glutamatergic synapse; C:integral component of postsynaptic density membrane; C:integral component of postsynaptic membrane; C:integral component of presynaptic membrane; C:membrane; C:neuronal cell body; C:parallel fiber to Purkinje cell synapse; C:perikaryon; C:plasma membrane; C:postsynaptic density; C:postsynaptic membrane; C:protein-containing complex; C:synaptic cleft; C:terminal bouton;	  F:AMPA glutamate receptor activity; F:amyloid-beta binding; F:ionotropic glutamate receptor activity; F:ligand-gated ion channel activity; F:PDZ domain binding; F:signaling receptor activity; F:transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential;	  P:regulation of receptor recycling;
XM_040180501.1	chrVII	20204811	20204811	chrVII	20230849	20238184	-	XM_040180501.1	path1	Q8K2I2 G3UWG0	Coiled-coil alpha-helical rod protein 1	Alpha-helical coiled-coil rod protein;	 PF07111;	 GO:0005814;GO:0005737;GO:0005829;GO:0005634;GO:0042802;GO:0030154;GO:0007275;GO:0006611;	  C:centriole; C:cytoplasm; C:cytosol; C:nucleus;	  F:identical protein binding;	  P:cell differentiation; P:multicellular organism development; P:protein export from nucleus;
XM_040179588.1	chrVII	20204811	20204811	chrVII	20241008	20253082	+	XM_040179588.1	path1	Q8BYM5 A2AGI1 Q8BXR4	Neuroligin-3	Gliotactin homolog;	 PF00135;	 GO:0009986;GO:0030139;GO:0060076;GO:0098982;GO:0098978;GO:0060077;GO:0005887;GO:0099055;GO:0099060;GO:0043025;GO:0098793;GO:0045202;GO:0050839;GO:0042043;GO:0097110;GO:0038023;GO:0030534;GO:0048675;GO:0007268;GO:0060079;GO:0060080;GO:0007612;GO:0060291;GO:0050804;GO:0061002;GO:0090394;GO:0007158;GO:0048709;GO:2000969;GO:0060999;GO:2000463;GO:0097151;GO:1902474;GO:0051965;GO:0051968;GO:2000809;GO:0097104;GO:0098698;GO:0097105;GO:0006898;GO:2000311;GO:0061001;GO:1900271;GO:2000310;GO:0002087;GO:0051966;GO:2000331;GO:0060024;GO:0035176;GO:0007416;GO:0050808;GO:0048488;GO:0008542;GO:0071625;	  C:cell surface; C:endocytic vesicle; C:excitatory synapse; C:GABA-ergic synapse; C:glutamatergic synapse; C:inhibitory synapse; C:integral component of plasma membrane; C:integral component of postsynaptic membrane; C:integral component of postsynaptic specialization membrane; C:neuronal cell body; C:presynapse; C:synapse;	  F:cell adhesion molecule binding; F:neurexin family protein binding; F:scaffold protein binding; F:signaling receptor activity;	  P:adult behavior; P:axon extension; P:chemical synaptic transmission; P:excitatory postsynaptic potential; P:inhibitory postsynaptic potential; P:learning; P:long-term synaptic potentiation; P:modulation of chemical synaptic transmission; P:negative regulation of dendritic spine morphogenesis; P:negative regulation of excitatory postsynaptic potential; P:neuron cell-cell adhesion; P:oligodendrocyte differentiation; P:positive regulation of AMPA receptor activity; P:positive regulation of dendritic spine development; P:positive regulation of excitatory postsynaptic potential; P:positive regulation of inhibitory postsynaptic potential; P:positive regulation of protein localization to synapse; P:positive regulation of synapse assembly; P:positive regulation of synaptic transmission, glutamatergic; P:positive regulation of synaptic vesicle clustering; P:postsynaptic membrane assembly; P:postsynaptic specialization assembly; P:presynaptic membrane assembly; P:receptor-mediated endocytosis; P:regulation of AMPA receptor activity; P:regulation of dendritic spine morphogenesis; P:regulation of long-term synaptic potentiation; P:regulation of NMDA receptor activity; P:regulation of respiratory gaseous exchange by nervous system process; P:regulation of synaptic transmission, glutamatergic; P:regulation of terminal button organization; P:rhythmic synaptic transmission; P:social behavior; P:synapse assembly; P:synapse organization; P:synaptic vesicle endocytosis; P:visual learning; P:vocalization behavior;
